SH_ID_36,区36,地址,lng,lat
10gcar5,f,白萱路99弄,121.59131156303597,31.329938889957017
10gcar6,f,白杨路1155弄,121.56025547560213,31.190923857759657
10gcar7,f,白杨路199弄,121.55584286614211,31.20792580150792
10gcar8,f,百龙新村,121.61663689850577,31.141162131544704
10gcar9,f,板泉路1201弄,121.50524870876303,31.16268182133007
10gcara,f,板泉路1555弄,121.51028840814571,31.163486896230403
10gcarb,f,板泉路2000弄,121.53127089873747,31.165468907216514
10gcarc,f,板泉路2101弄,121.53196319198362,31.16841377981596
10gcard,f,板泉路50号,121.49447143472388,31.157687297095368
10gcare,f,北艾路1077弄,121.53614451447436,31.181290933316017
10gcarf,f,北艾路1200弄,121.53290872816163,31.18362513830979
10gcarg,f,北艾路155弄,121.54279285025672,31.186024781867808
10gcarh,f,北艾路1660弄,121.52342508576183,31.181230883883607
10gcari,f,北艾路73弄,121.54511667214972,31.18522338235538
10gcarj,f,北艾路862弄,121.53744811656718,31.184110264526566
10gcark,f,北蔡大街31弄,121.55454318506973,31.187326841605888
10gcarl,f,北蔡镇北蔡村丁家宅,121.55607616807038,31.182589682117538
10gcarm,f,北蔡镇北蔡村周家宅,121.55627238977671,31.182355600576688
10gcarn,f,北蔡镇联勤村陈家宅,121.56777558907032,31.191839668132037
10gcaro,f,北蔡镇联勤村冯桥队冯家宅,121.55085934170758,31.16499076178321
10gcarp,f,北蔡镇联勤村冯桥队张家宅,121.5515929833963,31.16843141048438
10gcarq,f,北蔡镇联勤村麦家宅,121.54777714013743,31.164078122591388
10gcarr,f,北蔡镇联勤村张家队陈家宅,121.56766598491248,31.192001750356237
10gcars,f,北蔡镇联勤村张家队张家宅,121.5475644173795,31.168167285184186
10gcart,f,北蔡镇南新村东钟家宅,121.54218327101708,31.1666165613494
10gcaru,f,北蔡镇南新村吴家宅,121.54326886041294,31.166115122002
10gcarv,f,北蔡镇南新村西钟家宅,121.54116893421528,31.166132878915946
10gcarw,f,北蔡镇南新村徐家宅,121.54333452362533,31.16597982583381
10gcarx,f,北蔡镇南新村赵家厍,121.53830654430669,31.169906782499353
10gcary,f,北蔡镇潘姚村西刘队刘家宅,121.577304269475,31.182313581913142
10gcarz,f,北蔡镇卫行村顾家队顾家宅,121.58253506037501,31.166727435614185
10gcas0,f,北蔡镇卫行村顾家队张家宅,121.5828265890331,31.16704553306197
10gcas1,f,北蔡镇卫行村张浜队南顾家宅,121.58192221150175,31.1655598939974
10gcas2,f,北蔡镇卫行村张浜队杨家宅,121.58004935545506,31.16591140385225
10gcas3,f,北蔡镇卫行村张家队张家宅,121.54760317116879,31.167980881685846
10gcas4,f,北蔡镇卫行村朱家队朱家宅,121.58278594346888,31.161315834547654
10gcas5,f,北蔡镇五星村陈家队陈家宅,121.56767744907614,31.19177333003851
10gcas6,f,北蔡镇五星村陈家队奚家宅,121.55030358225955,31.156354871885945
10gcas7,f,北蔡镇五星村家务队顾家宅,121.56972452037995,31.168983239044323
10gcas8,f,北蔡镇五星村三联队方家宅,121.57129844884105,31.186490891757742
10gcas9,f,北蔡镇五星村三联队黄家宅,121.57065557349057,31.18243819564722
10gcasa,f,北蔡镇五星村吴家队吴家宅,121.57191461207735,31.1736924024697
10gcasb,f,北蔡镇五星村徐家队奚家宅,121.69701320987843,31.220382209483432
10gcasc,f,北蔡镇杨桥村蒋家队北季家宅,121.5732893744516,31.193279127694503
10gcasd,f,北蔡镇杨桥村西计队金家宅,121.57714587999065,31.19059381976148
10gcase,f,北蔡镇杨桥村西计队西计家宅,121.57788598131935,31.19022357889945
10gcasf,f,北蔡镇杨桥村郑家队郑家宅,121.5783949723982,31.190584605038097
10gcasg,f,北蔡镇一六村金桥队南赵家宅,121.58918955234073,31.160134847003285
10gcash,f,北蔡镇御桥村姚家队姚家宅,121.55426379104426,31.167222545781236
10gcasi,f,北蔡镇中界村陈家队陈家宅,121.5659932942014,31.192392989379048
10gcasj,f,北蔡镇中界村复兴队陈家宅,121.57177266144203,31.187931450811856
10gcask,f,北蔡镇中界村复兴队顾家宅,121.57159938375236,31.187824578839912
10gcasl,f,北蔡镇中界村复兴队苏家宅,121.570728624499,31.184743806917236
10gcasm,f,北蔡镇中界村黄家队黄家宅,121.57319148924869,31.18513178454445
10gcasn,f,北蔡镇中界村季家队季家宅,121.57081328144541,31.190161447762033
10gcaso,f,北蔡镇中界村林家队中界庙,121.57111908677679,31.184840781768923
10gcasp,f,北蔡镇中界村陆家队陆家宅,121.70824665903204,31.208984672884412
10gcasq,f,北蔡镇中界村沈家队沈家宅,121.52151858408577,31.188941519265256
10gcasr,f,北蔡镇中界村沈家队姚家宅,121.57646091401858,31.18438489737672
10gcass,f,北蔡镇中界村苏家队苏家宅,121.57067859262396,31.185248415741846
10gcast,f,北蔡镇中界村庄家队蔡家宅,121.56789978647437,31.18927245641743
10gcasu,f,北新园路460弄,121.62675976601518,31.32007198249534
10gcasv,f,北洋泾路609号,121.55119314512096,31.24278825560115
10gcasw,f,北园路258弄,121.5239070797735,31.20300330015677
10gcasx,f,北张家浜路188弄,121.52531446001882,31.216339952099002
10gcasy,f,北张家浜路28弄,121.52022217602304,31.216161913147868
10gcasz,f,北张家浜路58号,121.52065041970098,31.215824548699064
10gcat0,f,北中路280弄,121.55782328991533,31.183419418224776
10gcat1,f,北中路354弄,121.55950043759456,31.18312387855382
10gcat2,f,北中路408弄,121.56053158664935,31.183825470183173
10gcat3,f,碧云路650弄,121.58205493016995,31.238120193789875
10gcat4,f,博华路1018弄,121.5513070882639,31.170670926109576
10gcat5,f,博华路237弄,121.54639367927179,31.183673925789403
10gcat6,f,博华路999弄,121.5499666484067,31.170235771152434
10gcat7,f,博山东路112弄,121.5635471576509,31.24905204949295
10gcat8,f,博山东路20弄,121.55969380923798,31.245232465235855
10gcat9,f,博山东路41弄,121.55898129075486,31.24782586095707
