SH_ID_36,区36,地址,lng,lat
10fp5il,d,共富路183弄,121.43074289822214,31.35111245459096
10fp5h0,d,呼玛二村,121.44669273354758,31.34075905852594
10fp5hs,d,岭南路1288弄,121.45668160901731,31.32443380848109
10fp5jf,d,祁连二村,121.38073128367536,31.317093957553876
10fp5i6,d,双城路803弄,121.48518045508622,31.389189313385884
10fp5j5,d,泗塘五村,121.46180968592532,31.332825516099703
10fp5jg,d,泗塘五村,121.4615591716915,31.332944898831233
10fp5fg,d,永顺路81弄,121.34908598723635,31.411999776880243
10fp5jk,d,长江路868号,121.48314100430262,31.3461105025686
10fp5hg,d,真华路1030弄,121.41243285656101,31.27546686989231
10fp5k0,d,真华路1030弄,121.41261251297287,31.275607845853415
10fp5ib,k,多元工贸城,121.46875608920521,30.968919271400637
10fp5f5,k,横桥村,121.77076154204505,30.927775623023756
10fp5ia,k,万顺路2768弄,121.51629429640761,30.96987085276952
10fp5gy,k,五宅村,121.48741207854883,30.992778900841486
10fp5j2,k,新四平公路467弄,121.73776818127678,30.89176819177562
10fp5in,9,虬江支路181号,121.48330241170697,31.254271944010455
10fp5gj,9,三门支路738弄,121.48042434206215,31.311857123995143
10fp5kh,9,四川北路1006号,121.48325211153048,31.26439860172524
10fp5gg,9,逸仙路288弄,121.48641655617996,31.298737326623975
10fp5gh,9,逸仙路288弄,121.48640917727883,31.298807083339756
10fp5gi,9,逸仙路288弄,121.48628497777646,31.29890479386066
10fp5kd,1,淡水路214弄,121.47286304277807,31.217131977546277
10fp5jz,1,广东路543号,121.48113914888742,31.23190216344047
10fp5is,1,蒙自路481弄,121.47989570911396,31.2022139403127
10fp5j4,1,蒙自路481弄,121.4798541775947,31.202300612073003
10fp5iu,1,顺昌路612弄,121.47917631041655,31.211140981086814
10fp5jv,1,思南路26弄,121.46576491497487,31.218813140378703
10fp5ix,1,五里桥路39弄,121.48364507478455,31.204654866537094
10fp5jm,1,五里桥路39弄,121.48376227235985,31.20468194023099
10fp5ji,1,徐家汇路101号,121.48073644455425,31.20986691244098
10fp5it,1,徐家汇路388号,121.47434475920366,31.20906248880842
10fp5f6,1,中山南路1358弄,121.49955685669102,31.210450752715595
10fp5jt,1,重庆北路212号,121.46981114136136,31.227198850691064
10fp5ge,e,北大街108弄,121.2481593488895,31.386824206022478
10fp5hl,e,博园路7578号,121.16972966816412,31.281961627145012
10fp5gu,e,城中路29弄,121.25360002847141,31.37601637996256
10fp5ij,e,城中路29弄,121.25351773526123,31.37595566742344
10fp5jp,e,城中路29弄,121.25339999969961,31.37621621697674
10fp5jq,e,崇教路267号对面工地宿舍,121.27432801036645,31.320598998970205
10fp5ju,e,崇教路267号对面工地宿舍,121.27420605356185,31.320693992723864
10fp5ki,e,崇教路267号对面工地宿舍,121.27413303416459,31.320521499761025
10fp5kj,e,崇教路267号对面工地宿舍,121.27409969563934,31.320693630397454
10fp5kl,e,崇教路267号对面工地宿舍,121.27426781700025,31.320670206223284
10fp5jl,e,金园一路1359弄,121.31640811885688,31.242069028723595
10fp5hy,e,梅园路300弄,121.24312716097589,31.386652070792103
10fp5hp,e,人民街24弄,121.3094466779038,31.290958365022362
10fp5gl,e,沙霞路95弄,121.25294282681153,31.378944530611378
10fp5gt,e,沙霞路95弄,121.2529702060169,31.378912201780576
10fp5gv,e,沙霞路95弄,121.25295014302505,31.3787582500225
10fp5hk,e,桃园新村,121.24556331372926,31.388722817783375
